词语	义项描述	语料
负	依恃，凭仗	臣窃寻元嘉以来，伧荒远人，多干国议，[负]儋归阙，皆劝讨虏。鲁爽诞说，实挫国威，徒失兵力，虚费金宝。
负	罪责，过失	出芟强寇，惟力是视，入宣德泽，躬奉职事，冀效微劳，以赎罪[负]。”又曰：“华夏沸扰，于今未弭，包茅不入，职贡多阙，寤寐忧叹，
负	亏欠	此翁与我向非相识，尚承其好意如此，叵耐缪千户[负]欠了我的，反一毛不拔。本为他远来相投，今失了望，
负	亏欠	打动了心事，遂问道：“假似缪千户欺心混赖，[负]我多金，反致得无聊如此，他日岂无报应？”
负	亏欠	大为民患，子息滋长，督责无穷。兴宗悉启罢省。又陈原诸逋[负]，解遣杂役，并见从。三吴旧有乡射礼，久不复修，兴宗行之，
负	抱有，具有	但欲阻我欢宴，非我所为，故奸诈耳。”乃与司马申谋曰：“此人[负]气，吾欲将乞鄱阳兄弟听其报仇，可乎？”对曰：“终不为官用，
负	背倚，背靠着	地方几万里，带甲将百万，其野沃，其兵练，其器利，其财丰；东[负]沧海，西阻险塞，长江制其区宇，峻山带其封域，
负	通“背”，指背后	故规者，行举手以为容；[负]绳抱方者，以直其政，方其义也。
负	背倚，背靠着	韩、魏之强，足以校於秦。齐南以泗水为境，东[负]海，北倚河，而无後患，天下之国莫强於齐、魏，
负	承载，承担	均之二策，宁许以[负]秦曲
负	罪责，过失	黎民罢无已之求，老幼饥寒，家户莱色，而所在长吏，迫畏罪[负]，严法峻刑，苦民求办。是以人力不堪，家户离散，呼嗟之声，
负	通“伏”，趴	譬犹使人负剑而求其寿也
负	赔偿，补偿	其不备，出者[负]之;其赢者，入之。
负	抱有，具有	却说薛仁贵退归骑下，自向僻处暗思：“吾[负]大才，不能大用，只充得一小卒而已。攻城破敌，累建奇功，又不得重赏，凡百皆被总管冒请去了。[负]此冤屈，无由伸诉，何命薄如此。”深自嗟叹，不觉潸然下泪，
负	在……中，置身	上九，睽孤；见豕[负]涂，载鬼一车，先张之弧，后说之弧，匪寇婚媾。
负	抱有，具有	虚[负]凌云万丈志，一生襟袍未曾开。
负	小于零的	因衍方程术为数学拾遗补，求[负]数法及加减率求答数法，附述求一术为艺游录补。
负	遭受	知节奋威挺月斧便斫，敬德闪过，一鞭望知节打下，正中背脊，[负]痛勒马而走。敬德随后急追，正撞着叔宝，提枪纵马横冲阵前来战。
负	通“背”，指背后	制十有二幅以应十有二月，袂圜以应规，曲袷如矩以应方，[负]绳及踝以应直， 下齐如权衡以应平。
顾	访问，拜访	（不见其全）。茶为涤烦子，酒为忘忧君。 （见说郛），锄药[顾]老叟。焚香呼小青，（见陈继儒珍珠船）。
顾	表反问，相当于“岂”	[顾]不美哉！
顾	回头看，回头	[顾]见汉骑司马吕马童。
顾	观看，瞧	[顾]见商丘开年老力弱，面目黎黑，衣冠不检，莫不眲之。
顾	照顾，照应	[顾]其为书犹颇放失，是以忘其固陋，采而辑之，闲亦窃附己意，补其阙略，以俟后之君子。
顾	观看，瞧	[顾]谓其妻曰：‘负日之 暄，人莫知者；以献吾君，将有重赏。
顾	访问，拜访	」上览奏，召永讯之，即命迎其父赴阙。琼得对于讲武殿，上[顾]问久之，悉能奏对，而词气不衰，言唐末以来事，历历可听。
顾	回头看，回头	」时宣宗为皇太孙，在后应声曰：「更有后人知警也。」高煦回[顾]失色。高煦长七尺余，轻趫善骑射，两腋若龙鳞者数片。既负其雄武，
顾	观看，瞧	安常棋劣于于玄，是日惧，便为敌手而又不胜。安[顾]谓其甥羊昙曰：“以墅乞汝。”安遂游涉，至夜乃还，指授将帅，
顾	顾惜，眷恋	把当时贫交看不在眼里，放不在心上，全无一毫照[顾]周恤之意，淡淡相看，用不着他一分气力，真叫得官情纸薄，
顾	反而，却	白之[顾]益黑，求之愈不得者，其此义邪！
顾	照顾，照应	便是十万个金刚也降不住，明明的刑宪陈设在前,也[顾]不的。子列子有云：“不见人，徒见金。”盖谓当这点念头一发，
顾	照顾，照应	不[顾]言因也因也者非吾所[顾]故无[顾]也，
顾	顾惜，眷恋	朝朝问取莫迟延，但要公平不要钱。兄弟未归谁管[顾]？娘亲谁把信音传？当初只道文章贵，到此方知狱吏严。
顾	顾惜，眷恋	崇功急登岸赴敌。其婿蔡章琦叩马请一过家门区处眷属，崇功不[顾]，跃马挥众，杀贼甚众。五月朔，贼数万战於春牛埔，凯战死，
顾	访问，拜访	此人可就见，不可屈致也。将军宜枉驾[顾]之。
顾	回头看，回头	复抱归家，见东房檐下，有僧坐板凳面壁，闻仁祖至，回身[顾]曰：“将来受记。”于是梦中受记。天明，病愈。自后多生疾症，
顾	反而，却	今三川、周室，天下之市朝也，而王不争焉，[顾]争于戎狄。
顾	反而，却	刘瑾括辽东田，东人震恐，而义州守又贪横，民变，聚众劫掠。[顾]相戒曰：「毋惊贺黄门。」钦闻之，急谕祸福，以身任之，乱遂定。
顾	返回	女还，[顾]反为女杀彘。
顾	通“雇”，出钱请人做事	天下女徒已论，归家，[顾]山钱月三百。
顾	表示转折，相当于“但是”	吾每念，常痛于骨髓，[顾]计不知所出耳。
顾	通“雇”，出钱请人做事	有四百三十余万工当用民夫。”遂诏命去役所五百里州、府差[顾]，于不差夫之地均征[顾]钱，验物力科之。每工钱百五十交外，日支官钱五十文，米升半。
顾	通“雇”，出钱请人做事	自立监铸钱以来，有铜矿之地虽曰官运，其[顾]直不足则令民共偿。乞与本州司县均为差配。”遂命甄官署丞丁用楫往审其利病，还言：“所运铜矿，民以物力科差济之，非所愿也。其[顾]直即低，又有刻剥之弊。而相视苗脉工匠，
固	坚牢，巩固，加深，增强	[固]国不以山溪之险。
固	本来，原先	’及其为之足，而後成人夺之酒而饮之，曰：‘蛇[固]无足，今为之足，是非蛇也。’今君相楚而攻魏，破军杀将，
固	本来，原先	’今周兵至此，社稷有累卵之危，我等虽幼习兵书，[固]知战守之宜，臣等不过尽此心报效于陛下，其成败利钝，
固	安守，坚守	“秦孝公据¤函之[固]，拥雍州之地，君臣[固]守，以窥周室。有席卷天下，包举宇内，囊括四海之意，
固	地势险要，难攻易守	¤云中、九原，过代、上谷，弥地数千里，虽得燕城，秦计[固]不能守也。秦之不能害燕亦明矣。今赵之攻燕也，发号出令，
固	地势险要，难攻易守	」苏林曰：「十二，得十中之二，二十万人当百万。言齐虽[固]，不如秦二万乃当百万也。」晋灼曰：「案文考义，苏说是也。
固	地势险要，难攻易守	俺三处一同去打青州。”杨志便道：“青州城池坚[固]，人马强壮，又有呼延灼那厮英勇。不是俺自灭威风，
固	确实，实在	彼不知我也。夫子既已感寤而赎我，是知己；知己而无礼，[固]不如在缧绁之中。”晏子於是延入为上客。
固	确实，实在	必倍古人兼通六艺之功能，则去圣久远，於事[固]无足怪也。但既竭其心思耳目之智力，则必於中独见天地之高深，
固	坚牢，巩固，加深，增强	必得天下，子谨事之，无有二心。」遂对汉使伏剑而死，以[固]勉陵。其後果定於汉，陵为宰相封侯。夫以匹妇之明，
固	确实，实在	必是平日贪滥询私、虚冒帑饷、临阵偷生怕死、不肯用命之徒，此[固]无足道者。或守廉志谨而亦萎靡，何也？良以兵凶，战危易于媒孽，
固	必，一定	陛下以岁时汉所余彼所鲜数问遗，因使辩士风谕以礼节。冒顿在，[固]为子婿；死，则外孙为单于。岂尝闻外孙敢与大父抗礼者哉？
固	本来，原先	博闻远见。观其对二大夫贵人之谈言，称引古明王圣人道，[固]非浅闻小数之能。及卜筮立名声千里者，各往往而在。
固	安守，坚守	不能尽人子之礼，又有负先王之言。元帅听孤，不若回兵，[固]守本土，以待天时，听他人自为之，此为上策。元帅心下如何？”
固	坚持，坚决	不足以称宗庙。愿请楚王计宜者，寡人不敢当。”群臣皆伏[固]请。代王西乡让者三，南乡让者再。丞相平等皆曰：“臣伏计之，
固	必，一定	常封三钱之府。昨暮王使使封之。”朱公长男以为赦，弟[固]当出也，重千金虚弃庄生，无所为也，乃复见庄生。庄生惊曰：“若不去邪？”长男曰：“[固]未也。初为事弟，弟今议自赦，故辞生去。”庄生知其意欲复得其金，
固	坚持，坚决	成王曰：“重耳亡居外久，卒得反国，天之所开，不可当。”子玉[固]请，乃与之少师而去。晋果败子玉於城濮。成王怒，诛子玉。
固	必，一定	当罚金。文帝怒曰：“此人亲惊吾马，吾马赖柔和，令他马，[固]不败伤我乎？而廷尉乃当之罚金！”
固	坚持，坚决	多力而骈胁者为骖乘，持矛而操¤戟者旁车而趋。此一物不具，君[固]不出。书曰：‘恃德者昌，恃力者亡。’君之危若朝露，
固	坚牢，巩固，加深，增强	而又饰所短，以为无所不能也。雷电以神之，鬼神以幽之，键箧以[固]之，标帜以之，於是前无古人，而後无来者矣。天下知者少，
固	安守，坚守	告称元吉逃回。金刚、敬德引兵日夜攻打，众将虽然[固]守，因无主帅，军心惶惶，想城下在旦夕。乞望早令秦王移兵前来，
固	"通""姑""，姑且"	将欲歙之，必[固]张之；将欲若之，必[固]强之。
固	鄙陋	君子谓之[固]。
固	固执，顽固	孔子以四教：文，行，忠，信。绝四：毋意，毋必，毋[固]，毋我。所慎：齐，战，疾。子罕言利与命与仁。不愤不启，
固	固执，顽固	请复往。”将军壮义之，恐亡夫，乃言太尉，太尉乃[固]止之。吴已破，灌夫以此名闻天下。
固	固执，顽固	汝心之[固]，[固]不可彻。
固	通“故”，因此，所以	天下皆为虏矣。不可与久游。”乃亡去。秦王觉，[固]止，以为秦国尉，卒用其计策。而李斯用事。
固	正确	外国人不信中国有虫丝成茧，缫以作帛。”此语[固]也。又如西域人种羊一说，每以语人亦多不信。其俗种法，
归	归附，归属	...]用得其人，审其道也。授非其才，爽其分也。易系辞曰：“天下同[归]而殊涂，一致而百虑。”易纬曰：“差以毫厘，失之千里。”
归	归还	[归]，鲍国谓之曰：“子何辞苦成叔之邑，欲信让耶，抑知其不可乎？”
归	通“馈”(kuì)，饷，赠送	[归]公乘马，祭服五称。
归	返回，归来	’不言王后夫人，明无适臣家之义。夫人父母在，有时[归]宁，亲没，使卿大夫聘。《春秋》纪陈、宋、齐之女并为周王后，无适本国之事。是制深于士大夫，许嫁唁兄，又义不得；卫女思[归]，以礼自抑；《载驰》、《竹竿》所为作也。汉上官皇后将废昌邑，
归	归附，归属	哀忧孔疚，如临于谷，实赖冢宰，以济艰难。公迈德树勋，遐迩[归]怀，任社稷之托，居总己之统，然道里长远，江川阻深，
归	归附，归属	表夙成之质。武皇钟爱，既深诒厥之谋；天下[归]心，颇有后来之望。及于继明宸极，守器春坊，四教不勤，三朝或阙，
归	返回，归来	不必细说。西门庆差了钺安送去，厅上陪着敬济吃了饭，[归]到金莲房中。这金莲千不合万不合，把小铁棍儿拾鞋之事告诉一遍，
归	返回，归来	不分胜败。王文德料道赢不得董平，喝一声“少歇再战。”各[归]本阵。王文德分付众军，休要恋战，直冲过去。王文德在前，
归	归还	二年春正月丙寅，司徒徐羡之、尚书令傅亮奉表[归]政，上始亲览。车驾祠南郊，大赦天下。三月乙丑，
归	归还	既不忠信，而留外寇，寇知其衅而[归]图焉。
归	通“馈”(kuì)，饷，赠送	骊姬以君命命申生曰：“今夕君梦齐姜，必速祠而[归]福。”
归	女子出嫁	诗云：“桃之夭夭，其叶蓁蓁；之子于[归]，宜其家人。”
归	女子出嫁	桃之夭夭，灼灼其华。之子于[归]，宜其室家。
归	结局，归宿	天下同[归]而殊途。
归	女子出嫁	昔我先郦山之女，为戎胥轩妻，生中¤，以亲故[归]周，保西垂，西垂以其故和睦。今我复与大骆妻，生适子成。
过	超过，胜过	阿善针术。凡医咸言背及匈藏之闲不可妄针，针之不可[过]四分，而阿针背入一二寸，巨阙匈藏乃五六寸，而病皆瘳。
过	过失，过错	奥而生虫。知罪不诛兹谓舒，其奥，夏则暑杀人，冬则物华实。重[过]不诛，兹谓亡徵，其咎当寒而奥六日也。」
